timestamp,mac,rssi,frame
2024-02-14T11:19:04Z,FA:7E:95:0C:45:97,-71,QAAAAP////////p+lQxFl////////7A9AAABBAIECxYyCAwSGCQwSGBsAwEILRotQBf/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAH8EAAAIhGsHD////////w==
2024-02-14T11:19:04Z,FA:7E:95:0C:45:97,-70,QAAAAP////////p+lQxFl////////8A9AAABBAIECxYyCAwSGCQwSGBsAwEILRotQBf/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAH8EAAAIhGsHD////////w==
2024-02-14T11:19:05Z,00:41:0E:A2:F3:69,-87,QAAAAP///////wBBDqLzaf///////0BsAAABCIKEi5YMEhgkMgQwSGBsLRpuGQMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEYFMgABAAB/CQAAAAAAAAAAAA==
2024-02-14T11:19:05Z,00:41:0E:A2:F3:69,-86,QAAAAP///////wBBDqLzaf///////1BsAAABCIKEi5YMEhgkMgQwSGBsLRpuGQMAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAEYFMgABAAB/CQAAAAAAAAAAAA==
2024-02-14T11:19:08Z,14:85:7F:4C:30:BA,-32,QAAAAP///////xSFf0wwuv///////9CMAAABCAIECxYMEhgkMgQwSGBsLRruERf/AAAAAAAAAAAAlgAHAAAAAAAAAAAAAA==
2024-02-14T11:19:08Z,14:85:7F:4C:30:BA,-45,QAAAAP///////xSFf0wwuv///////zCNAAABCAwSGCQwSGBsLRruERf/AAAAAAAAAAAAlgAHAAAAAAAAAAAAAL8MIHGAM/7/AAD+/wAg
2024-02-14T11:19:11Z,06:D6:6F:3A:93:F8,-84,QAAAAP///////wbWbzqT+P///////3A+AAABCAwSGCQwSGBsLRpvABf/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAH8EAAAIhGsHD////////78MMlCAD/7/AAD+/wAA
2024-02-14T11:19:11Z,06:D6:6F:3A:93:F8,-84,QAAAAP///////wbWbzqT+P///////4A+AAABCAwSGCQwSGBsLRpvABf/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAH8EAAAIhGsHD////////78MMlCAD/7/AAD+/wAA
2024-02-14T11:19:12Z,06:D6:6F:3A:93:F8,-65,QAAAAP///////wbWbzqT+P///////3BAAAABBAIECxYyCAwSGCQwSGBsAwEILRotQBf/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAH8EAAAIhGsHD////////w==
2024-02-14T11:19:12Z,06:D6:6F:3A:93:F8,-64,QAAAAP///////wbWbzqT+P///////4BAAAABBAIECxYyCAwSGCQwSGBsAwEILRotQBf/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAH8EAAAIhGsHD////////w==
2024-02-14T11:19:17Z,EE:EE:00:A3:62:07,-46,QAAAAP///////+7uAKNiB////////7BNAAABBIKEi5YyCAwSGCQwSGBsAwEILRotQBv/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAH8LBABIBAAAAEAAACD/HCMBCAiYAIggMAIA
2024-02-14T11:19:17Z,EE:EE:00:A3:62:07,-46,QAAAAP///////+7uAKNiB////////8BNAAABBIKEi5YyCAwSGCQwSGBsAwEILRotQBv/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAH8LBABIBAAAAEAAACD/HCMBCAiYAIggMAIA
2024-02-14T11:19:18Z,26:EE:0B:75:90:F5,-47,QAAAAP///////ybuC3WQ9f///////3BIAAABCIwSmCSwSGBsLRpvABv//wAAAAAAAAAAAAAAAAAAAAAAAAAAAH8LBABIBAAAAEAAACC/DHZwgQ/6/wAA+v8AIP8hIwEICIAA
2024-02-14T11:19:18Z,26:EE:0B:75:90:F5,-47,QAAAAP///////ybuC3WQ9f///////4BIAAABCIwSmCSwSGBsLRpvABv//wAAAAAAAAAAAAAAAAAAAAAAAAAAAH8LBABIBAAAAEAAACC/DHZwgQ/6/wAA+v8AIP8hIwEICIAA
2024-02-14T11:19:29Z,6A:1E:53:6D:DD:8F,-87,QAAAAP///////2oeU23dj////////0AXAAABCIwSmCSwSGBsLRpvABv/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAH8LAAAIBAAAAEAAACC/DDJwgA/+/wAA/v8AAP8cIwEICAAA
2024-02-14T11:19:29Z,6A:1E:53:6D:DD:8F,-86,QAAAAP///////2oeU23dj////////2AXAAABCIwSmCSwSGBsLRpvABv/AAAAAAAAAAAAAAAAAAAAAAAAAAAAAH8LAAAIBAAAAEAAACC/DDJwgA/+/wAA/v8AAP8cIwEICAAA
